"","site_number","study_number","lon","lat","X.1","X","reference","site_name","study_block","country","habitat_description","land_use_specific","land_use","land_use_intensity","species_study_name","genus","species","metric","sample_month","sample_start","sample_start_year","sample_end","sampling_method","sampling_effort","sampling_effort_unit","collection","sample_season","sample_daytime","development_stage","measurement","adjusted_measurement","species_studied","eco_name","biome","study_sample","measurement_adj","species_name","land_use_intensity_agg","LUI","cells_deforestation","deforest_prop"
"674","26_48",26,-60.00415,-3.08275,695,3673,"Hendy2020","M-101-8","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","July","05/07/2018",2018,"06/07/2018","BG-Sentinel",21.8,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_14",0,"Aedes serratus","minimal","primary vegetation-minimal",1,0.194280936391474
"675","26_48",26,-60.00415,-3.08275,699,3681,"Hendy2020","M-101-8","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","July","05/07/2018",2018,"05/07/2018","Aspirator",0.1,"man hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_2",0,"Aedes albopictus","minimal","primary vegetation-minimal",1,0.194280936391474
"676","26_48",26,-60.00415,-3.08275,690,3633,"Hendy2020","M-101-8","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ste._nimbus","Anopheles","nimbus","abundance","July","05/07/2018",2018,"06/07/2018","BG-Sentinel",21.8,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_14",0,"Anopheles nimbus","minimal","primary vegetation-minimal",1,0.194280936391474
"677","26_48",26,-60.00415,-3.08275,701,3683,"Hendy2020","M-101-8","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Nys._triannulatus","Anopheles","triannulatus","abundance","July","05/07/2018",2018,"06/07/2018","BG-Sentinel",21.8,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_14",0,"Anopheles triannulatus","minimal","primary vegetation-minimal",1,0.194280936391474
"678","26_48",26,-60.00415,-3.08275,700,3682,"Hendy2020","M-101-8","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","July","05/07/2018",2018,"06/07/2018","BG-Sentinel",21.8,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_14",0,"Aedes albopictus","minimal","primary vegetation-minimal",1,0.194280936391474
"679","26_48",26,-60.00413,-3.08289,713,3720,"Hendy2020","M-101-8","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","March","18/03/2019",2019,"18/03/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_35",0,"Aedes albopictus","minimal","primary vegetation-minimal",NA,NA
"680","26_48",26,-60.00413,-3.08289,712,3719,"Hendy2020","M-101-8","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","March","18/03/2019",2019,"19/03/2019","BG-Sentinel",24.63333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_59",0,"Aedes aegypti","minimal","primary vegetation-minimal",NA,NA
"681","26_48",26,-60.00413,-3.08289,711,3718,"Hendy2020","M-101-8","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","March","18/03/2019",2019,"19/03/2019","BG-Sentinel",24.63333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_59",0,"Aedes serratus","minimal","primary vegetation-minimal",NA,NA
"682","26_48",26,-60.00413,-3.08289,709,3716,"Hendy2020","M-101-8","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","March","18/03/2019",2019,"18/03/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_35",0,"Aedes scapularis","minimal","primary vegetation-minimal",NA,NA
"683","26_48",26,-60.00413,-3.08289,710,3717,"Hendy2020","M-101-8","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","March","18/03/2019",2019,"19/03/2019","BG-Sentinel",24.63333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_59",0,"Aedes scapularis","minimal","primary vegetation-minimal",NA,NA
"684","26_48",26,-60.00413,-3.08289,714,3721,"Hendy2020","M-101-8","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","March","18/03/2019",2019,"18/03/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_35",0,"Aedes serratus","minimal","primary vegetation-minimal",NA,NA
"685","26_48",26,-60.00413,-3.08289,715,3731,"Hendy2020","M-101-8","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","March","18/03/2019",2019,"19/03/2019","BG-Sentinel",24.63333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_59",0,"Aedes albopictus","minimal","primary vegetation-minimal",NA,NA
"686","26_49",26,-60.00283,-3.08089,827,4377,"Hendy2020","M-102-1","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","April","11/04/2019",2019,"12/04/2019","BG-Sentinel",24.75,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_52",0,"Aedes aegypti","minimal","primary vegetation-minimal",0,0
"687","26_49",26,-60.00283,-3.08089,826,4376,"Hendy2020","M-102-1","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","April","11/04/2019",2019,"12/04/2019","BG-Sentinel",24.75,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_52",0,"Aedes serratus","minimal","primary vegetation-minimal",0,0
"688","26_49",26,-60.00283,-3.08089,825,4365,"Hendy2020","M-102-1","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","April","11/04/2019",2019,"12/04/2019","BG-Sentinel",24.75,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_52",0,"Aedes scapularis","minimal","primary vegetation-minimal",0,0
"689","26_49",26,-60.00283,-3.08089,828,4378,"Hendy2020","M-102-1","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","April","11/04/2019",2019,"12/04/2019","BG-Sentinel",24.75,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_52",0,"Aedes albopictus","minimal","primary vegetation-minimal",0,0
"690","26_49",26,-60.00283,-3.08076,829,4398,"Hendy2020","M-102-1","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ano._matogrossensis","Anopheles","mattogrossensis","abundance","March","23/03/2018",2018,"24/03/2018","BG-Sentinel",19.78333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_63",0,"Anopheles mattogrossensis","minimal","primary vegetation-minimal",NA,NA
"691","26_49",26,-60.00283,-3.08076,830,4399,"Hendy2020","M-102-1","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Nys._triannulatus","Anopheles","triannulatus","abundance","March","23/03/2018",2018,"24/03/2018","BG-Sentinel",19.78333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_63",0,"Anopheles triannulatus","minimal","primary vegetation-minimal",NA,NA
"692","26_49",26,-60.00283,-3.08076,831,4403,"Hendy2020","M-102-1","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","March","23/03/2018",2018,"24/03/2018","BG-Sentinel",19.78333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_63",0,"Aedes scapularis","minimal","primary vegetation-minimal",NA,NA
"693","26_49",26,-60.00283,-3.08076,832,4404,"Hendy2020","M-102-1","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","March","23/03/2018",2018,"24/03/2018","BG-Sentinel",19.78333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_63",0,"Aedes serratus","minimal","primary vegetation-minimal",NA,NA
"694","26_49",26,-60.00283,-3.08076,833,4405,"Hendy2020","M-102-1","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","March","23/03/2018",2018,"24/03/2018","BG-Sentinel",19.78333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_63",0,"Aedes aegypti","minimal","primary vegetation-minimal",NA,NA
"695","26_49",26,-60.00283,-3.08076,834,4406,"Hendy2020","M-102-1","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","March","23/03/2018",2018,"24/03/2018","BG-Sentinel",19.78333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_63",0,"Aedes albopictus","minimal","primary vegetation-minimal",NA,NA
"696","26_49",26,-60.00283,-3.08076,835,4409,"Hendy2020","M-102-1","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ste._nimbus","Anopheles","nimbus","abundance","March","23/03/2018",2018,"24/03/2018","BG-Sentinel",19.78333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_63",0,"Anopheles nimbus","minimal","primary vegetation-minimal",NA,NA
"697","26_5",26,-60.0429,-3.09728,261,1415,"Hendy2020","C-101-10","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","July","16/07/2018",2018,"17/07/2018","BG-Sentinel",19.95,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_19",0,"Aedes albopictus","minimal","primary vegetation-minimal",0,0
"698","26_5",26,-60.0429,-3.09728,267,1423,"Hendy2020","C-101-10","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","July","16/07/2018",2018,"16/07/2018","Aspirator",0.083333333,"man hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_6",0,"Aedes serratus","minimal","primary vegetation-minimal",0,0
"699","26_5",26,-60.0429,-3.09728,266,1422,"Hendy2020","C-101-10","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ste._nimbus","Anopheles","nimbus","abundance","July","16/07/2018",2018,"16/07/2018","Aspirator",0.083333333,"man hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_6",0,"Anopheles nimbus","minimal","primary vegetation-minimal",0,0
"700","26_5",26,-60.0429,-3.09728,262,1416,"Hendy2020","C-101-10","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ano._matogrossensis","Anopheles","mattogrossensis","abundance","July","16/07/2018",2018,"17/07/2018","BG-Sentinel",19.95,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_19",0,"Anopheles mattogrossensis","minimal","primary vegetation-minimal",0,0
"701","26_5",26,-60.0429,-3.09728,264,1418,"Hendy2020","C-101-10","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","July","16/07/2018",2018,"16/07/2018","Aspirator",0.083333333,"man hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_6",0,"Aedes albopictus","minimal","primary vegetation-minimal",0,0
"702","26_5",26,-60.0429,-3.09728,260,1396,"Hendy2020","C-101-10","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ste._nimbus","Anopheles","nimbus","abundance","July","16/07/2018",2018,"17/07/2018","BG-Sentinel",19.95,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_19",0,"Anopheles nimbus","minimal","primary vegetation-minimal",0,0
"703","26_5",26,-60.0429,-3.09728,265,1421,"Hendy2020","C-101-10","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Nys._triannulatus","Anopheles","triannulatus","abundance","July","16/07/2018",2018,"17/07/2018","BG-Sentinel",19.95,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_19",0,"Anopheles triannulatus","minimal","primary vegetation-minimal",0,0
"704","26_5",26,-60.0429,-3.09728,259,1389,"Hendy2020","C-101-10","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","July","16/07/2018",2018,"16/07/2018","Aspirator",0.083333333,"man hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_6",0,"Aedes aegypti","minimal","primary vegetation-minimal",0,0
"705","26_5",26,-60.0429,-3.09728,269,1425,"Hendy2020","C-101-10","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","July","16/07/2018",2018,"17/07/2018","BG-Sentinel",19.95,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_19",0,"Aedes scapularis","minimal","primary vegetation-minimal",0,0
"706","26_5",26,-60.0429,-3.09728,263,1417,"Hendy2020","C-101-10","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","July","16/07/2018",2018,"17/07/2018","BG-Sentinel",19.95,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_19",0,"Aedes aegypti","minimal","primary vegetation-minimal",0,0
"707","26_5",26,-60.0429,-3.09728,268,1424,"Hendy2020","C-101-10","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","July","16/07/2018",2018,"16/07/2018","Aspirator",0.083333333,"man hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_6",0,"Aedes scapularis","minimal","primary vegetation-minimal",0,0
"708","26_5",26,-60.0429,-3.09728,258,1388,"Hendy2020","C-101-10","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","July","16/07/2018",2018,"17/07/2018","BG-Sentinel",19.95,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_19",0,"Aedes serratus","minimal","primary vegetation-minimal",0,0
"709","26_50",26,-60.00354,-3.0812,766,4079,"Hendy2020","M-102-2","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","April","08/04/2019",2019,"09/04/2019","BG-Sentinel",20.95,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_49",0,"Aedes aegypti","minimal","primary vegetation-minimal",0,0
"710","26_50",26,-60.00354,-3.0812,768,4086,"Hendy2020","M-102-2","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","April","08/04/2019",2019,"09/04/2019","BG-Sentinel",20.95,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_49",0,"Aedes scapularis","minimal","primary vegetation-minimal",0,0
"711","26_50",26,-60.00354,-3.0812,767,4080,"Hendy2020","M-102-2","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","April","08/04/2019",2019,"09/04/2019","BG-Sentinel",20.95,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_49",0,"Aedes albopictus","minimal","primary vegetation-minimal",0,0
"712","26_50",26,-60.00354,-3.0812,765,4078,"Hendy2020","M-102-2","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","April","08/04/2019",2019,"09/04/2019","BG-Sentinel",20.95,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_49",0,"Aedes serratus","minimal","primary vegetation-minimal",0,0
"713","26_50",26,-60.00343,-3.08122,780,4181,"Hendy2020","M-102-2","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","June","28/06/2018",2018,"28/06/2018","Aspirator",0.1,"man hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_11",0,"Aedes albopictus","minimal","primary vegetation-minimal",NA,NA
"714","26_50",26,-60.00343,-3.08122,781,4182,"Hendy2020","M-102-2","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","June","28/06/2018",2018,"29/06/2018","BG-Sentinel",23.38333333,"trapping hours","outdoor","Dry","day","adult",1,1,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_24",0.0427655025007506,"Aedes albopictus","minimal","primary vegetation-minimal",NA,NA
"715","26_50",26,-60.00343,-3.08122,786,4187,"Hendy2020","M-102-2","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","June","28/06/2018",2018,"29/06/2018","BG-Sentinel",23.38333333,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_24",0,"Aedes serratus","minimal","primary vegetation-minimal",NA,NA
"716","26_50",26,-60.00343,-3.08122,787,4188,"Hendy2020","M-102-2","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","June","28/06/2018",2018,"28/06/2018","Aspirator",0.1,"man hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_11",0,"Aedes aegypti","minimal","primary vegetation-minimal",NA,NA
"717","26_50",26,-60.00343,-3.08122,779,4159,"Hendy2020","M-102-2","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ste._nimbus","Anopheles","nimbus","abundance","June","28/06/2018",2018,"29/06/2018","BG-Sentinel",23.38333333,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_24",0,"Anopheles nimbus","minimal","primary vegetation-minimal",NA,NA
"718","26_50",26,-60.00343,-3.08122,782,4183,"Hendy2020","M-102-2","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ano._matogrossensis","Anopheles","mattogrossensis","abundance","June","28/06/2018",2018,"29/06/2018","BG-Sentinel",23.38333333,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_24",0,"Anopheles mattogrossensis","minimal","primary vegetation-minimal",NA,NA
"719","26_50",26,-60.00343,-3.08122,783,4184,"Hendy2020","M-102-2","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Nys._triannulatus","Anopheles","triannulatus","abundance","June","28/06/2018",2018,"29/06/2018","BG-Sentinel",23.38333333,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_24",0,"Anopheles triannulatus","minimal","primary vegetation-minimal",NA,NA
"720","26_50",26,-60.00343,-3.08122,778,4158,"Hendy2020","M-102-2","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ste._nimbus","Anopheles","nimbus","abundance","June","28/06/2018",2018,"28/06/2018","Aspirator",0.1,"man hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_11",0,"Anopheles nimbus","minimal","primary vegetation-minimal",NA,NA
"721","26_50",26,-60.00343,-3.08122,776,4138,"Hendy2020","M-102-2","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","June","28/06/2018",2018,"28/06/2018","Aspirator",0.1,"man hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_11",0,"Aedes scapularis","minimal","primary vegetation-minimal",NA,NA
"722","26_50",26,-60.00343,-3.08122,777,4139,"Hendy2020","M-102-2","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","June","28/06/2018",2018,"29/06/2018","BG-Sentinel",23.38333333,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_24",0,"Aedes scapularis","minimal","primary vegetation-minimal",NA,NA
"723","26_50",26,-60.00343,-3.08122,784,4185,"Hendy2020","M-102-2","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","June","28/06/2018",2018,"29/06/2018","BG-Sentinel",23.38333333,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_24",0,"Aedes aegypti","minimal","primary vegetation-minimal",NA,NA
"724","26_50",26,-60.00343,-3.08122,785,4186,"Hendy2020","M-102-2","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","June","28/06/2018",2018,"28/06/2018","Aspirator",0.1,"man hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_11",0,"Aedes serratus","minimal","primary vegetation-minimal",NA,NA
"725","26_51",26,-60.00389,-3.08145,742,3918,"Hendy2020","M-102-3","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","April","11/04/2019",2019,"11/04/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_32",0,"Aedes serratus","minimal","primary vegetation-minimal",0,0
"726","26_51",26,-60.00389,-3.08145,741,3917,"Hendy2020","M-102-3","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","April","11/04/2019",2019,"12/04/2019","BG-Sentinel",24.85,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_52",0,"Aedes scapularis","minimal","primary vegetation-minimal",0,0
"727","26_51",26,-60.00389,-3.08145,737,3907,"Hendy2020","M-102-3","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","April","11/04/2019",2019,"11/04/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_32",0,"Aedes albopictus","minimal","primary vegetation-minimal",0,0
"728","26_51",26,-60.00389,-3.08145,743,3919,"Hendy2020","M-102-3","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","April","11/04/2019",2019,"12/04/2019","BG-Sentinel",24.85,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_52",0,"Aedes serratus","minimal","primary vegetation-minimal",0,0
