"","site_number","study_number","lon","lat","X.1","X","reference","site_name","study_block","country","habitat_description","land_use_specific","land_use","land_use_intensity","species_study_name","genus","species","metric","sample_month","sample_start","sample_start_year","sample_end","sampling_method","sampling_effort","sampling_effort_unit","collection","sample_season","sample_daytime","development_stage","measurement","adjusted_measurement","species_studied","eco_name","biome","study_sample","measurement_adj","species_name","land_use_intensity_agg","LUI","cells_deforestation","deforest_prop"
"1145","855_41",855,-73.15191,-3.44529,4723,18525,"Prussing2019","SAL-8","855_4","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. darlingi","Anopheles","darlingi","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",17,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",1.7,"Anopheles darlingi","minimal","primary vegetation-minimal",1,0.194280936391474
"1146","855_41",855,-73.15191,-3.44529,4721,18523,"Prussing2019","SAL-8","855_4","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. rangeli","Anopheles","rangeli","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",3,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.3,"Anopheles rangeli","minimal","primary vegetation-minimal",1,0.194280936391474
"1147","855_41",855,-73.15191,-3.44529,4724,18526,"Prussing2019","SAL-8","855_4","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. dunhami","Anopheles","dunhami","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",2,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.2,"Anopheles dunhami","minimal","primary vegetation-minimal",1,0.194280936391474
"1148","855_41",855,-73.15191,-3.44529,4725,18527,"Prussing2019","SAL-8","855_4","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. triannulatus s.l.","Anopheles","triannulatus","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",7,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.7,"Anopheles triannulatus","minimal","primary vegetation-minimal",1,0.194280936391474
"1149","855_43",855,-74.21125833,-4.195166667,4567,18353,"Prussing2019","SEM-1","855_5","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. darlingi","Anopheles","darlingi","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",107,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",10.7,"Anopheles darlingi","minimal","primary vegetation-minimal",60,11.6568561834884
"1150","855_43",855,-74.21125833,-4.195166667,4570,18356,"Prussing2019","SEM-1","855_5","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. dunhami","Anopheles","dunhami","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",20,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",2,"Anopheles dunhami","minimal","primary vegetation-minimal",60,11.6568561834884
"1151","855_43",855,-74.21125833,-4.195166667,4571,18357,"Prussing2019","SEM-1","855_5","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. rangeli","Anopheles","rangeli","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",18,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",1.8,"Anopheles rangeli","minimal","primary vegetation-minimal",60,11.6568561834884
"1152","855_43",855,-74.21125833,-4.195166667,4568,18354,"Prussing2019","SEM-1","855_5","Peru","water body","primary vegetation","primary vegetation","minimal","An. mattogrossensis","Anopheles","mattogrossensis","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",4,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.4,"Anopheles mattogrossensis","minimal","primary vegetation-minimal",60,11.6568561834884
"1153","855_43",855,-74.21125833,-4.195166667,4569,18355,"Prussing2019","SEM-1","855_5","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. benarrochi B","Anopheles","benarrochi","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",6,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.6,"Anopheles benarrochi","minimal","primary vegetation-minimal",60,11.6568561834884
"1154","855_43",855,-74.21125833,-4.195166667,4572,18358,"Prussing2019","SEM-1","855_5","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. triannulatus s.l.","Anopheles","triannulatus","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",26,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",2.6,"Anopheles triannulatus","minimal","primary vegetation-minimal",60,11.6568561834884
"1155","855_44",855,-73.47173889,-4.154186111,4583,18369,"Prussing2019","TRI-1","855_6","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. darlingi","Anopheles","darlingi","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",9,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.9,"Anopheles darlingi","minimal","primary vegetation-minimal",17,3.30277591865505
"1156","855_44",855,-73.47173889,-4.154186111,4584,18370,"Prussing2019","TRI-1","855_6","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. dunhami","Anopheles","dunhami","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",2,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.2,"Anopheles dunhami","minimal","primary vegetation-minimal",17,3.30277591865505
"1157","855_45",855,-73.47260278,-4.154416667,4582,18368,"Prussing2019","TRI-2","855_6","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. darlingi","Anopheles","darlingi","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",1,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.1,"Anopheles darlingi","minimal","primary vegetation-minimal",23,4.4684615370039
"1158","855_49",855,-73.47575278,-4.156413889,4574,18360,"Prussing2019","TRI-6","855_6","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. dunhami","Anopheles","dunhami","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",1,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.1,"Anopheles dunhami","minimal","primary vegetation-minimal",37,7.18839464648453
"1159","855_49",855,-73.47575278,-4.156413889,4575,18361,"Prussing2019","TRI-6","855_6","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. triannulatus s.l.","Anopheles","triannulatus","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",1,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.1,"Anopheles triannulatus","minimal","primary vegetation-minimal",37,7.18839464648453
"1160","855_49",855,-73.47575278,-4.156413889,4573,18359,"Prussing2019","TRI-6","855_6","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. darlingi","Anopheles","darlingi","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",9,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.9,"Anopheles darlingi","minimal","primary vegetation-minimal",37,7.18839464648453
"1161","855_5",855,-73.22355,-3.49554,4689,18475,"Prussing2019","LIB-5","855_1","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. darlingi","Anopheles","darlingi","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",26,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",2.6,"Anopheles darlingi","minimal","primary vegetation-minimal",18,3.49705685504653
"1162","855_5",855,-73.22355,-3.49554,4690,18476,"Prussing2019","LIB-5","855_1","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. dunhami","Anopheles","dunhami","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",3,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.3,"Anopheles dunhami","minimal","primary vegetation-minimal",18,3.49705685504653
"1163","855_5",855,-73.22355,-3.49554,4691,18477,"Prussing2019","LIB-5","855_1","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. rangeli","Anopheles","rangeli","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",1,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.1,"Anopheles rangeli","minimal","primary vegetation-minimal",18,3.49705685504653
"1164","855_51",855,-73.06537,-3.36112,4730,18532,"Prussing2019","URC-2","855_7","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. rangeli","Anopheles","rangeli","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",9,NA,"multiple","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.9,"Anopheles rangeli","minimal","primary vegetation-minimal",1,0.194280936391474
"1165","855_51",855,-73.06537,-3.36112,4731,18533,"Prussing2019","URC-2","855_7","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. triannulatus s.l.","Anopheles","triannulatus","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",12,NA,"multiple","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",1.2,"Anopheles triannulatus","minimal","primary vegetation-minimal",1,0.194280936391474
"1166","855_51",855,-73.06537,-3.36112,4729,18531,"Prussing2019","URC-2","855_7","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. darlingi","Anopheles","darlingi","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",3,NA,"multiple","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.3,"Anopheles darlingi","minimal","primary vegetation-minimal",1,0.194280936391474
"1167","855_52",855,-73.06551,-3.35754,4726,18528,"Prussing2019","URC-3","855_7","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. rangeli","Anopheles","rangeli","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",1,NA,"multiple","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.1,"Anopheles rangeli","minimal","primary vegetation-minimal",10,1.94280936391474
"1168","855_52",855,-73.06551,-3.35754,4727,18529,"Prussing2019","URC-3","855_7","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. darlingi","Anopheles","darlingi","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",9,NA,"multiple","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.9,"Anopheles darlingi","minimal","primary vegetation-minimal",10,1.94280936391474
"1169","855_52",855,-73.06551,-3.35754,4728,18530,"Prussing2019","URC-3","855_7","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. triannulatus s.l.","Anopheles","triannulatus","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",2,NA,"multiple","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.2,"Anopheles triannulatus","minimal","primary vegetation-minimal",10,1.94280936391474
"1170","855_53",855,-73.06454,-3.3584,4733,18535,"Prussing2019","URC-4","855_7","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. triannulatus s.l.","Anopheles","triannulatus","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",3,NA,"multiple","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.3,"Anopheles triannulatus","minimal","primary vegetation-minimal",11,2.13709030030621
"1171","855_53",855,-73.06454,-3.3584,4732,18534,"Prussing2019","URC-4","855_7","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. darlingi","Anopheles","darlingi","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",1,NA,"multiple","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.1,"Anopheles darlingi","minimal","primary vegetation-minimal",11,2.13709030030621
"1172","855_54",855,-73.06309,-3.36002,4735,18537,"Prussing2019","URC-5","855_7","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. darlingi","Anopheles","darlingi","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",2,NA,"multiple","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.2,"Anopheles darlingi","minimal","primary vegetation-minimal",3,0.582842809174421
"1173","855_54",855,-73.06309,-3.36002,4736,18538,"Prussing2019","URC-5","855_7","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. rangeli","Anopheles","rangeli","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",7,NA,"multiple","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.7,"Anopheles rangeli","minimal","primary vegetation-minimal",3,0.582842809174421
"1174","855_54",855,-73.06309,-3.36002,4734,18536,"Prussing2019","URC-5","855_7","Peru","water body","primary vegetation","primary vegetation","minimal","An. mattogrossensis","Anopheles","mattogrossensis","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",1,NA,"multiple","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.1,"Anopheles mattogrossensis","minimal","primary vegetation-minimal",3,0.582842809174421
"1175","855_54",855,-73.06309,-3.36002,4737,18539,"Prussing2019","URC-5","855_7","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. triannulatus s.l.","Anopheles","triannulatus","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",10,NA,"multiple","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",1,"Anopheles triannulatus","minimal","primary vegetation-minimal",3,0.582842809174421
"1176","855_55",855,-73.0616,-3.35959,4743,18545,"Prussing2019","URC-6","855_7","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. darlingi","Anopheles","darlingi","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",3,NA,"multiple","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.3,"Anopheles darlingi","minimal","primary vegetation-minimal",4,0.777123745565895
"1177","855_55",855,-73.0616,-3.35959,4744,18546,"Prussing2019","URC-6","855_7","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. triannulatus s.l.","Anopheles","triannulatus","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",3,NA,"multiple","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.3,"Anopheles triannulatus","minimal","primary vegetation-minimal",4,0.777123745565895
"1178","855_55",855,-73.0616,-3.35959,4742,18544,"Prussing2019","URC-6","855_7","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. rangeli","Anopheles","rangeli","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",7,NA,"multiple","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.7,"Anopheles rangeli","minimal","primary vegetation-minimal",4,0.777123745565895
"1179","855_56",855,-73.06221,-3.35842,4739,18541,"Prussing2019","URC-7","855_7","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. darlingi","Anopheles","darlingi","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",8,NA,"multiple","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.8,"Anopheles darlingi","minimal","primary vegetation-minimal",10,1.94280936391474
"1180","855_56",855,-73.06221,-3.35842,4740,18542,"Prussing2019","URC-7","855_7","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. dunhami","Anopheles","dunhami","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",2,NA,"multiple","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.2,"Anopheles dunhami","minimal","primary vegetation-minimal",10,1.94280936391474
"1181","855_56",855,-73.06221,-3.35842,4738,18540,"Prussing2019","URC-7","855_7","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. rangeli","Anopheles","rangeli","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",5,NA,"multiple","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.5,"Anopheles rangeli","minimal","primary vegetation-minimal",10,1.94280936391474
"1182","855_56",855,-73.06221,-3.35842,4741,18543,"Prussing2019","URC-7","855_7","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. triannulatus s.l.","Anopheles","triannulatus","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",16,NA,"multiple","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",1.6,"Anopheles triannulatus","minimal","primary vegetation-minimal",10,1.94280936391474
"1183","855_58",855,-73.05787,-3.35732,4745,18551,"Prussing2019","URC-9","855_7","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. dunhami","Anopheles","dunhami","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",1,NA,"multiple","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.1,"Anopheles dunhami","minimal","primary vegetation-minimal",11,2.13709030030621
"1184","855_59",855,-73.3162566,-3.4467482,4679,18465,"Prussing2019","VIB-1","855_8","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. darlingi","Anopheles","darlingi","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",18,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",1.8,"Anopheles darlingi","minimal","primary vegetation-minimal",12,2.33137123669769
"1185","855_59",855,-73.3162566,-3.4467482,4680,18466,"Prussing2019","VIB-1","855_8","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. dunhami","Anopheles","dunhami","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",2,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.2,"Anopheles dunhami","minimal","primary vegetation-minimal",12,2.33137123669769
"1186","855_59",855,-73.3162566,-3.4467482,4677,18463,"Prussing2019","VIB-1","855_8","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. rangeli","Anopheles","rangeli","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",1,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.1,"Anopheles rangeli","minimal","primary vegetation-minimal",12,2.33137123669769
"1187","855_59",855,-73.3162566,-3.4467482,4678,18464,"Prussing2019","VIB-1","855_8","Peru","water body","primary vegetation","primary vegetation","minimal","An. mattogrossensis","Anopheles","mattogrossensis","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",1,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.1,"Anopheles mattogrossensis","minimal","primary vegetation-minimal",12,2.33137123669769
"1188","855_59",855,-73.3162566,-3.4467482,4681,18467,"Prussing2019","VIB-1","855_8","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. triannulatus s.l.","Anopheles","triannulatus","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",1,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.1,"Anopheles triannulatus","minimal","primary vegetation-minimal",12,2.33137123669769
"1189","855_6",855,-73.23394,-3.49636,4686,18472,"Prussing2019","LIB-6","855_1","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. darlingi","Anopheles","darlingi","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",7,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.7,"Anopheles darlingi","minimal","primary vegetation-minimal",22,4.27418060061242
"1190","855_6",855,-73.23394,-3.49636,4685,18471,"Prussing2019","LIB-6","855_1","Peru","water body","primary vegetation","primary vegetation","minimal","An. mattogrossensis","Anopheles","mattogrossensis","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",1,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.1,"Anopheles mattogrossensis","minimal","primary vegetation-minimal",22,4.27418060061242
"1191","855_7",855,-73.22825,-3.4968,4688,18474,"Prussing2019","LIB-7","855_1","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. darlingi","Anopheles","darlingi","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",37,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",3.7,"Anopheles darlingi","minimal","primary vegetation-minimal",34,6.60555183731011
"1192","855_7",855,-73.22825,-3.4968,4687,18473,"Prussing2019","LIB-7","855_1","Peru","water body","primary vegetation","primary vegetation","minimal","An. mattogrossensis","Anopheles","mattogrossensis","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",1,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.1,"Anopheles mattogrossensis","minimal","primary vegetation-minimal",34,6.60555183731011
"1193","855_8",855,-73.23728,-3.49387,4683,18469,"Prussing2019","LIB-8","855_1","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. darlingi","Anopheles","darlingi","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",16,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",1.6,"Anopheles darlingi","minimal","primary vegetation-minimal",11,2.13709030030621
"1194","855_8",855,-73.23728,-3.49387,4684,18470,"Prussing2019","LIB-8","855_1","Peru","water body","primary vegetation","primary vegetation","minimal","Ny. dunhami","Anopheles","dunhami","abundance","January, February, March, April, July, August, September, October, November, December","2016-01",2016,"2017-04","larval dipper",10,"larval dips","outdoor",NA,NA,"larvae",1,NA,"multiple","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","855_1",0.1,"Anopheles dunhami","minimal","primary vegetation-minimal",11,2.13709030030621
"1195","988_2",988,-46.63571667,-23.45103333,4822,18835,"CerettiJunior2020","Administration Center","988_1","Brazil","transition zone, located farther inside the partk about 400 m from where the forested area meets a highly urbanised area. The site has medium-height to tall trees with uneven canopy structure, grassy garden, two ponds, some crops and trees with bromeliads","secondary vegetation","secondary vegetation","light","Anopheles (Nyssorhynchus) strodei Root, 1926","Anopheles","strodei","number of individuals","January-December","2015-02",2015,"2017-04","larval dips, suction samplers",918,"sampling hours per site","outdoor",NA,"both","immature",9,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","988_2",0.00980392156862745,"Anopheles strodei","substantial","secondary vegetation-substantial",0,0
"1196","988_2",988,-46.63571667,-23.45103333,4823,18868,"CerettiJunior2020","Administration Center","988_1","Brazil","transition zone, located farther inside the partk about 400 m from where the forested area meets a highly urbanised area. The site has medium-height to tall trees with uneven canopy structure, grassy garden, two ponds, some crops and trees with bromeliads","secondary vegetation","secondary vegetation","light","Aedes (Ochlerotatus) crinifer (Theobald, 1903)","Aedes","crinifer","number of individuals","January-December","2015-02",2015,"2017-04","CO2-baited CDC light trap, Shannon trap, Nasci aspirator, Hand-held electric aspirator",918,"sampling hours per site","outdoor",NA,"both","adult",4,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","988_1",0.00435729847494553,"Aedes crinifer","substantial","secondary vegetation-substantial",0,0
"1197","988_2",988,-46.63571667,-23.45103333,4824,18869,"CerettiJunior2020","Administration Center","988_1","Brazil","transition zone, located farther inside the partk about 400 m from where the forested area meets a highly urbanised area. The site has medium-height to tall trees with uneven canopy structure, grassy garden, two ponds, some crops and trees with bromeliads","secondary vegetation","secondary vegetation","light","Aedes (Ochlerotatus) scapularis (Rondani, 1848)","Aedes","scapularis","number of individuals","January-December","2015-02",2015,"2017-04","CO2-baited CDC light trap, Shannon trap, Nasci aspirator, Hand-held electric aspirator",918,"sampling hours per site","outdoor",NA,"both","adult",44,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","988_1",0.0479302832244009,"Aedes scapularis","substantial","secondary vegetation-substantial",0,0
