"","site_number","study_block","study_sample","study_number","reference","lat","lon","country","biome","land_use","land_use_specific","land_use_intensity","LUI","richness","amazon"
"575","798_3","798_3","798_1",798,"Correa2014",-22.77472222,-43.46425,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","light","primary vegetation-substantial",4,0
"576","798_3","798_3","798_2",798,"Correa2014",-22.77472222,-43.46425,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","light","primary vegetation-substantial",2,0
"577","798_4","798_4","798_1",798,"Correa2014",-22.77472222,-43.46425,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",6,0
"578","798_4","798_4","798_2",798,"Correa2014",-22.77472222,-43.46425,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",3,0
"579","819_1","819_1","819_1",819,"Forattini1993",-24.715246,-47.883378,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary rainforest","intense","secondary vegetation-substantial",12,0
"580","819_2","819_1","819_1",819,"Forattini1993",-24.715246,-47.883378,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary rainforest","intense","secondary vegetation-substantial",6,0
"581","819_3","819_2","819_1",819,"Forattini1993",-24.715246,-47.883378,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary rainforest","light","secondary vegetation-substantial",7,0
"582","819_4","819_3","819_1",819,"Forattini1993",-24.715246,-47.883378,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic rainforest","light","primary vegetation-substantial",6,0
"583","819_5","819_3","819_1",819,"Forattini1993",-24.715246,-47.883378,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic rainforest","minimal","primary vegetation-minimal",13,0
"584","822_1","822_1","822_1",822,"Tubaki2004",-20,-47.73333333,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","managed","peridomiciliary","light","managed-substantial",11,0
"585","822_2","822_2","822_1",822,"Tubaki2004",-20,-47.66666667,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","managed","pasture","intense","managed-substantial",10,0
"586","822_3","822_3","822_1",822,"Tubaki2004",-20,-47.43333333,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","savanna","minimal","primary vegetation-minimal",12,0
"587","822_4","822_4","822_1",822,"Tubaki2004",-20,-47.6,"Brazil","Tropical & Subtropical Grasslands, Savannas & Shrublands","primary vegetation","preserved forest","minimal","primary vegetation-minimal",16,0
"588","855_1","855_1","855_1",855,"Prussing2019",-3.49251,-73.21979,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",2,1
"589","855_10","855_2","855_1",855,"Prussing2019",-3.743716667,-73.324275,"Peru","Tropical & Subtropical Moist Broadleaf Forests","managed","cropland","intense","managed-substantial",2,1
"590","855_11","855_2","855_1",855,"Prussing2019",-3.742961111,-73.32758056,"Peru","Tropical & Subtropical Moist Broadleaf Forests","managed","cropland","intense","managed-substantial",2,1
"591","855_12","855_2","855_1",855,"Prussing2019",-3.742783333,-73.32959722,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",6,1
"592","855_13","855_2","855_1",855,"Prussing2019",-3.745672222,-73.32331389,"Peru","Tropical & Subtropical Moist Broadleaf Forests","managed","cropland","intense","managed-substantial",4,1
"593","855_14","855_2","855_1",855,"Prussing2019",-3.743244444,-73.32884722,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",1,1
"594","855_15","855_2","855_1",855,"Prussing2019",-3.742444444,-73.32854444,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",3,1
"595","855_16","855_2","855_1",855,"Prussing2019",-3.745177778,-73.32299167,"Peru","Tropical & Subtropical Moist Broadleaf Forests","managed","cropland","intense","managed-substantial",4,1
"596","855_17","855_2","855_1",855,"Prussing2019",-3.744536111,-73.31552778,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",1,1
"597","855_18","855_2","855_1",855,"Prussing2019",-3.744019444,-73.32328056,"Peru","Tropical & Subtropical Moist Broadleaf Forests","managed","cropland","intense","managed-substantial",1,1
"598","855_19","855_2","855_1",855,"Prussing2019",-3.74525,-73.32311111,"Peru","Tropical & Subtropical Moist Broadleaf Forests","managed","cropland","intense","managed-substantial",2,1
"599","855_2","855_1","855_1",855,"Prussing2019",-3.49432,-73.21913,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",1,1
"600","855_20","855_2","855_1",855,"Prussing2019",-3.743972222,-73.32503333,"Peru","Tropical & Subtropical Moist Broadleaf Forests","managed","cropland","intense","managed-substantial",2,1
"601","855_21","855_2","855_1",855,"Prussing2019",-3.743261111,-73.32583889,"Peru","Tropical & Subtropical Moist Broadleaf Forests","managed","cropland","intense","managed-substantial",3,1
"602","855_22","855_2","855_1",855,"Prussing2019",-3.744880556,-73.32373889,"Peru","Tropical & Subtropical Moist Broadleaf Forests","managed","cropland","intense","managed-substantial",2,1
"603","855_23","855_2","855_1",855,"Prussing2019",-3.743686111,-73.32485833,"Peru","Tropical & Subtropical Moist Broadleaf Forests","managed","cropland","intense","managed-substantial",2,1
"604","855_24","855_2","855_1",855,"Prussing2019",-3.743783333,-73.32538056,"Peru","Tropical & Subtropical Moist Broadleaf Forests","managed","cropland","intense","managed-substantial",5,1
"605","855_25","855_2","855_1",855,"Prussing2019",-3.743672222,-73.32573056,"Peru","Tropical & Subtropical Moist Broadleaf Forests","managed","cropland","intense","managed-substantial",5,1
"606","855_26","855_3","855_1",855,"Prussing2019",-4.063355556,-73.44263056,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",5,1
"607","855_27","855_3","855_1",855,"Prussing2019",-4.054336,-73.439133,"Peru","Tropical & Subtropical Moist Broadleaf Forests","managed","cropland","intense","managed-substantial",5,1
"608","855_28","855_3","855_1",855,"Prussing2019",-4.063913889,-73.43991944,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",5,1
"609","855_29","855_3","855_1",855,"Prussing2019",-4.061169444,-73.44087222,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",4,1
"610","855_3","855_1","855_1",855,"Prussing2019",-3.4948,-73.22166,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",2,1
"611","855_30","855_3","855_1",855,"Prussing2019",-4.061172222,-73.44136944,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",5,1
"612","855_31","855_3","855_1",855,"Prussing2019",-4.061766667,-73.43890833,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",3,1
"613","855_32","855_3","855_1",855,"Prussing2019",-4.060575,-73.43961944,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",2,1
"614","855_33","855_3","855_1",855,"Prussing2019",-4.062575,-73.43769722,"Peru","Tropical & Subtropical Moist Broadleaf Forests","managed","cropland","intense","managed-substantial",4,1
"615","855_34","855_3","855_1",855,"Prussing2019",-4.061497222,-73.44287778,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",4,1
"616","855_35","855_4","855_1",855,"Prussing2019",-3.43365,-73.15809,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",5,1
"617","855_36","855_4","855_1",855,"Prussing2019",-3.43886,-73.15805,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",5,1
"618","855_37","855_4","855_1",855,"Prussing2019",-3.44104,-73.158,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",5,1
"619","855_38","855_4","855_1",855,"Prussing2019",-3.44314,-73.15713,"Peru","Tropical & Subtropical Moist Broadleaf Forests","managed","cropland","intense","managed-substantial",6,1
"620","855_4","855_1","855_1",855,"Prussing2019",-3.49345,-73.22253,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",3,1
"621","855_41","855_4","855_1",855,"Prussing2019",-3.44529,-73.15191,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",5,1
"622","855_43","855_5","855_1",855,"Prussing2019",-4.195166667,-74.21125833,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",6,1
"623","855_44","855_6","855_1",855,"Prussing2019",-4.154186111,-73.47173889,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",2,1
"624","855_45","855_6","855_1",855,"Prussing2019",-4.154416667,-73.47260278,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",1,1
"625","855_46","855_6","855_1",855,"Prussing2019",-4.158497222,-73.47149722,"Peru","Tropical & Subtropical Moist Broadleaf Forests","managed","cropland","intense","managed-substantial",6,1
"626","855_47","855_6","855_1",855,"Prussing2019",-4.159208333,-73.47172778,"Peru","Tropical & Subtropical Moist Broadleaf Forests","managed","cropland","intense","managed-substantial",1,1
"627","855_48","855_6","855_1",855,"Prussing2019",-4.158263889,-73.47417222,"Peru","Tropical & Subtropical Moist Broadleaf Forests","managed","cropland","intense","managed-substantial",5,1
"628","855_49","855_6","855_1",855,"Prussing2019",-4.156413889,-73.47575278,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",3,1
"629","855_5","855_1","855_1",855,"Prussing2019",-3.49554,-73.22355,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",3,1
"630","855_50","855_6","855_1",855,"Prussing2019",-4.156633333,-73.473925,"Peru","Tropical & Subtropical Moist Broadleaf Forests","managed","cropland","intense","managed-substantial",1,1
"631","855_51","855_7","855_1",855,"Prussing2019",-3.36112,-73.06537,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",3,1
"632","855_52","855_7","855_1",855,"Prussing2019",-3.35754,-73.06551,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",3,1
"633","855_53","855_7","855_1",855,"Prussing2019",-3.3584,-73.06454,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",2,1
"634","855_54","855_7","855_1",855,"Prussing2019",-3.36002,-73.06309,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",4,1
"635","855_55","855_7","855_1",855,"Prussing2019",-3.35959,-73.0616,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",3,1
"636","855_56","855_7","855_1",855,"Prussing2019",-3.35842,-73.06221,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",4,1
"637","855_58","855_7","855_1",855,"Prussing2019",-3.35732,-73.05787,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",1,1
"638","855_59","855_8","855_1",855,"Prussing2019",-3.4467482,-73.3162566,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",5,1
"639","855_6","855_1","855_1",855,"Prussing2019",-3.49636,-73.23394,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",2,1
"640","855_7","855_1","855_1",855,"Prussing2019",-3.4968,-73.22825,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",2,1
"641","855_8","855_1","855_1",855,"Prussing2019",-3.49387,-73.23728,"Peru","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","minimal","primary vegetation-minimal",2,1
"642","855_9","855_2","855_1",855,"Prussing2019",-3.745261111,-73.32274444,"Peru","Tropical & Subtropical Moist Broadleaf Forests","managed","cropland","intense","managed-substantial",4,1
"643","917_1","917_1","917_1",917,"Batallan2015",-31.4,-64.18333333,"Argentina","Temperate Grasslands, Savannas & Shrublands","urban","urban","intense","urban-substantial",3,0
"644","917_2","917_2","917_1",917,"Batallan2015",-31.4,-64.18333333,"Argentina","Temperate Grasslands, Savannas & Shrublands","urban","suburban","light","urban-substantial",3,0
"645","917_3","917_3","917_1",917,"Batallan2015",-31.4,-64.18333333,"Argentina","Temperate Grasslands, Savannas & Shrublands","managed","fruit and vegetable plantation","light","managed-substantial",4,0
"646","92_1","92_1","92_1",92,"Mangudo2018",-23.13333333,-64.33333333,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","urban","urban centre","intense","urban-substantial",1,0
"647","92_2","92_1","92_1",92,"Mangudo2018",-23.13333333,-64.33333333,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","urban","suburban","light","urban-substantial",2,0
"648","92_3","92_2","92_1",92,"Mangudo2018",-23.13333333,-64.33333333,"Argentina","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","pedemontane rainforest","minimal","primary vegetation-minimal",2,0
"649","960_1","960_1","960_1",960,"Forattini1993",-24.715246,-47.883378,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","rice irrigation","intense","managed-substantial",8,0
"650","960_2","960_2","960_1",960,"Forattini1993",-24.715246,-47.883378,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","primary vegetation","light","primary vegetation-substantial",11,0
"651","988_1","988_1","988_1",988,"CerettiJunior2020",-23.45395,-46.63481667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","urban","intense","urban-substantial",6,0
"652","988_1","988_1","988_2",988,"CerettiJunior2020",-23.45395,-46.63481667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","urban","intense","urban-substantial",2,0
"653","988_2","988_1","988_1",988,"CerettiJunior2020",-23.45103333,-46.63571667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary vegetation","light","secondary vegetation-substantial",8,0
"654","988_2","988_1","988_2",988,"CerettiJunior2020",-23.45103333,-46.63571667,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary vegetation","light","secondary vegetation-substantial",3,0
"655","988_3","988_1","988_1",988,"CerettiJunior2020",-23.4104,-46.62008333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary vegetation","minimal","secondary vegetation-minimal",7,0
"656","988_3","988_1","988_2",988,"CerettiJunior2020",-23.4104,-46.62008333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","secondary vegetation","secondary vegetation","minimal","secondary vegetation-minimal",4,0
