"","site_number","study_block","study_sample","study_number","reference","lat","lon","country","biome","land_use","land_use_specific","land_use_intensity","LUI","richness","amazon"
"278","1814_1","1814_1","1814_2",1814,"Abella2015",19.45416667,-97.00777778,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","cloud forest","minimal","primary vegetation-minimal",2,0
"279","1814_1","1814_1","1814_3",1814,"Abella2015",19.45416667,-97.00777778,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","cloud forest","minimal","primary vegetation-minimal",1,0
"280","1814_2","1814_2","1814_1",1814,"Abella2015",19.50416667,-96.94111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","urban","peri-urban forest","light","urban-substantial",1,0
"281","1814_2","1814_2","1814_2",1814,"Abella2015",19.50416667,-96.94111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","urban","peri-urban forest","light","urban-substantial",1,0
"282","1814_2","1814_2","1814_3",1814,"Abella2015",19.50416667,-96.94111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","urban","peri-urban forest","light","urban-substantial",1,0
"283","1814_3","1814_3","1814_1",1814,"Abella2015",19.55416667,-96.94111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","urban","urban forest","intense","urban-substantial",1,0
"284","1814_3","1814_3","1814_2",1814,"Abella2015",19.55416667,-96.94111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","urban","urban forest","intense","urban-substantial",1,0
"285","1814_3","1814_3","1814_3",1814,"Abella2015",19.55416667,-96.94111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","urban","urban forest","intense","urban-substantial",1,0
"286","1814_4","1814_4","1814_1",1814,"Abella2015",19.45416667,-96.99111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","managed","coffee plantation","intense","managed-substantial",2,0
"287","1814_4","1814_4","1814_2",1814,"Abella2015",19.45416667,-96.99111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","managed","coffee plantation","intense","managed-substantial",1,0
"288","1814_4","1814_4","1814_3",1814,"Abella2015",19.45416667,-96.99111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","managed","coffee plantation","intense","managed-substantial",1,0
"289","1814_5","1814_5","1814_1",1814,"Abella2015",19.52083333,-96.99111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","managed","cattle field","intense","managed-substantial",1,0
"290","1814_5","1814_5","1814_2",1814,"Abella2015",19.52083333,-96.99111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","managed","cattle field","intense","managed-substantial",1,0
"291","1814_5","1814_5","1814_3",1814,"Abella2015",19.52083333,-96.99111111,"Mexico","Tropical & Subtropical Moist Broadleaf Forests","managed","cattle field","intense","managed-substantial",1,0
"292","232_1","232_1","232_1",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",3,0
"293","232_1","232_1","232_10",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",4,0
"294","232_1","232_1","232_11",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",3,0
"295","232_1","232_1","232_12",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",1,0
"296","232_1","232_1","232_13",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",1,0
"297","232_1","232_1","232_14",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",1,0
"298","232_1","232_1","232_15",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",1,0
"299","232_1","232_1","232_16",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",3,0
"300","232_1","232_1","232_17",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",2,0
"301","232_1","232_1","232_18",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",4,0
"302","232_1","232_1","232_19",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",3,0
"303","232_1","232_1","232_2",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",2,0
"304","232_1","232_1","232_20",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",2,0
"305","232_1","232_1","232_21",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",5,0
"306","232_1","232_1","232_22",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",4,0
"307","232_1","232_1","232_23",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",4,0
"308","232_1","232_1","232_24",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",4,0
"309","232_1","232_1","232_25",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",4,0
"310","232_1","232_1","232_26",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",4,0
"311","232_1","232_1","232_27",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",4,0
"312","232_1","232_1","232_28",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",2,0
"313","232_1","232_1","232_29",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",4,0
"314","232_1","232_1","232_3",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",6,0
"315","232_1","232_1","232_30",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",2,0
"316","232_1","232_1","232_31",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",3,0
"317","232_1","232_1","232_33",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",3,0
"318","232_1","232_1","232_4",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",1,0
"319","232_1","232_1","232_5",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",1,0
"320","232_1","232_1","232_6",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",1,0
"321","232_1","232_1","232_7",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",1,0
"322","232_1","232_1","232_8",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",3,0
"323","232_1","232_1","232_9",232,"DaSilva2013",-19.005661,-40.242936,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","managed","domicile","intense","managed-substantial",4,0
"324","232_2","232_2","232_1",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",2,0
"325","232_2","232_2","232_10",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",2,0
"326","232_2","232_2","232_11",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",1,0
"327","232_2","232_2","232_16",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",3,0
"328","232_2","232_2","232_17",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",5,0
"329","232_2","232_2","232_18",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",4,0
"330","232_2","232_2","232_19",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",4,0
"331","232_2","232_2","232_2",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",4,0
"332","232_2","232_2","232_20",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",2,0
"333","232_2","232_2","232_21",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",2,0
"334","232_2","232_2","232_22",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",1,0
"335","232_2","232_2","232_23",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",1,0
"336","232_2","232_2","232_25",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",2,0
"337","232_2","232_2","232_26",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",2,0
"338","232_2","232_2","232_27",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",4,0
"339","232_2","232_2","232_28",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",4,0
"340","232_2","232_2","232_29",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",3,0
"341","232_2","232_2","232_3",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",5,0
"342","232_2","232_2","232_30",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",2,0
"343","232_2","232_2","232_31",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",3,0
"344","232_2","232_2","232_32",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",1,0
"345","232_2","232_2","232_33",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",3,0
"346","232_2","232_2","232_8",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",3,0
"347","232_2","232_2","232_9",232,"DaSilva2013",-19.007617,-40.260964,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",2,0
"348","234_1","234_1","234_1",234,"Guimaraes1989",-22.76666667,-43.68333333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","light","primary vegetation-substantial",4,0
"349","234_1","234_1","234_2",234,"Guimaraes1989",-22.76666667,-43.68333333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","light","primary vegetation-substantial",4,0
"350","234_2","234_1","234_1",234,"Guimaraes1989",-22.76666667,-43.68333333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","light","primary vegetation-substantial",4,0
"351","234_2","234_1","234_2",234,"Guimaraes1989",-22.76666667,-43.68333333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","light","primary vegetation-substantial",5,0
"352","234_3","234_1","234_2",234,"Guimaraes1989",-22.76666667,-43.68333333,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","Atlantic forest","minimal","primary vegetation-minimal",7,0
"353","26_1","26_1","26_50",26,"Hendy2020",-3.09999,-60.04775,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",2,1
"354","26_101","26_3","26_28",26,"Hendy2020",-3.10356,-59.96641,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"355","26_102","26_3","26_70",26,"Hendy2020",-3.1038,-59.97241,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"356","26_104","26_3","26_53",26,"Hendy2020",-3.08812,-59.96273,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"357","26_104","26_3","26_58",26,"Hendy2020",-3.08809,-59.96262,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"358","26_106","26_3","26_18",26,"Hendy2020",-3.10636,-59.95853,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"359","26_107","26_3","26_68",26,"Hendy2020",-3.11172,-59.96767,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"360","26_109","26_3","26_16",26,"Hendy2020",-3.10531,-59.96828,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"361","26_11","26_1","26_34",26,"Hendy2020",-3.10189,-60.09555,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"362","26_110","26_3","26_68",26,"Hendy2020",-3.10506,-59.97382,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"363","26_111","26_3","26_18",26,"Hendy2020",-3.10874,-59.96413,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"364","26_112","26_3","26_64",26,"Hendy2020",-3.08289,-59.9601,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",2,1
"365","26_117","26_3","26_68",26,"Hendy2020",-3.09026,-59.96397,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",3,1
"366","26_118","26_3","26_20",26,"Hendy2020",-3.11125,-59.96988,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"367","26_119","26_3","26_7",26,"Hendy2020",-3.11398,-59.97305,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"368","26_120","26_3","26_51",26,"Hendy2020",-3.08024,-59.95875,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"369","26_121","26_3","26_65",26,"Hendy2020",-3.08963,-59.97669,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"370","26_122","26_3","26_64",26,"Hendy2020",-3.0913,-59.97757,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"371","26_123","26_3","26_20",26,"Hendy2020",-3.11264,-59.97486,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"372","26_125","26_1","26_8",26,"Hendy2020",-3.10281,-60.04209,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"373","26_126","26_1","26_26",26,"Hendy2020",-3.10135,-60.04281,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"374","26_127","26_1","26_43",26,"Hendy2020",-3.10333,-60.04502,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"375","26_130","26_3","26_65",26,"Hendy2020",-3.08367,-59.96857,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"376","26_131","26_3","26_30",26,"Hendy2020",-3.10647,-59.97668,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"377","26_132","26_3","26_40",26,"Hendy2020",-3.10068,-59.97759,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"378","26_15","26_1","26_55",26,"Hendy2020",-3.0971,-60.0425,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"379","26_16","26_1","26_17",26,"Hendy2020",-3.09702,-60.04148,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"380","26_18","26_1","26_34",26,"Hendy2020",-3.10252,-60.0414,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"381","26_19","26_1","26_56",26,"Hendy2020",-3.0988,-60.04625,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",2,1
"382","26_2","26_1","26_50",26,"Hendy2020",-3.10144,-60.04425,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"383","26_20","26_1","26_45",26,"Hendy2020",-3.09904,-60.04501,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"384","26_21","26_1","26_48",26,"Hendy2020",-3.10193,-60.04664,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"385","26_22","26_1","26_8",26,"Hendy2020",-3.10407,-60.04211,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"386","26_25","26_1","26_48",26,"Hendy2020",-3.09839,-60.04641,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"387","26_26","26_1","26_45",26,"Hendy2020",-3.10206,-60.04554,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"388","26_28","26_1","26_55",26,"Hendy2020",-3.09668,-60.0405,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"389","26_29","26_1","26_50",26,"Hendy2020",-3.0992,-60.04342,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"390","26_3","26_1","26_29",26,"Hendy2020",-3.10166,-60.04582,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",2,1
"391","26_3","26_1","26_46",26,"Hendy2020",-3.10166,-60.04582,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"392","26_30","26_1","26_50",26,"Hendy2020",-3.09592,-60.0424,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"393","26_31","26_1","26_34",26,"Hendy2020",-3.10059,-60.04644,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"394","26_33","26_1","26_25",26,"Hendy2020",-3.10361,-60.04478,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"395","26_33","26_1","26_43",26,"Hendy2020",-3.10361,-60.04478,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"396","26_33","26_1","26_45",26,"Hendy2020",-3.10352,-60.04487,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"397","26_34","26_1","26_50",26,"Hendy2020",-3.09759,-60.04422,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"398","26_35","26_1","26_48",26,"Hendy2020",-3.1009,-60.04718,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"399","26_36","26_1","26_43",26,"Hendy2020",-3.10186,-60.04543,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"400","26_36","26_1","26_48",26,"Hendy2020",-3.10198,-60.04526,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"401","26_37","26_1","26_19",26,"Hendy2020",-3.103,-60.04587,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"402","26_37","26_1","26_29",26,"Hendy2020",-3.10304,-60.04577,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"403","26_37","26_1","26_46",26,"Hendy2020",-3.10304,-60.04577,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"404","26_37","26_1","26_6",26,"Hendy2020",-3.103,-60.04587,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"405","26_38","26_1","26_15",26,"Hendy2020",-3.10004,-60.04676,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"406","26_38","26_1","26_62",26,"Hendy2020",-3.10015,-60.04691,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"407","26_39","26_1","26_50",26,"Hendy2020",-3.09658,-60.04259,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",2,1
"408","26_4","26_1","26_56",26,"Hendy2020",-3.10001,-60.04303,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"409","26_41","26_2","26_61",26,"Hendy2020",-3.08006,-60.00516,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"410","26_42","26_2","26_12",26,"Hendy2020",-3.08015,-60.00216,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"411","26_42","26_2","26_59",26,"Hendy2020",-3.08008,-60.00222,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"412","26_43","26_2","26_61",26,"Hendy2020",-3.08098,-60.00437,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"413","26_44","26_2","26_67",26,"Hendy2020",-3.08099,-60.00246,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",2,1
"414","26_47","26_2","26_12",26,"Hendy2020",-3.082,-60.00029,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",2,1
"415","26_50","26_2","26_24",26,"Hendy2020",-3.08122,-60.00343,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"416","26_53","26_2","26_10",26,"Hendy2020",-3.08177,-60.00027,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"417","26_53","26_2","26_36",26,"Hendy2020",-3.08133,-60.00029,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"418","26_53","26_2","26_59",26,"Hendy2020",-3.08133,-60.00029,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",2,1
"419","26_55","26_2","26_67",26,"Hendy2020",-3.08151,-60.00301,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"420","26_57","26_2","26_10",26,"Hendy2020",-3.0819,-60.00088,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"421","26_58","26_2","26_61",26,"Hendy2020",-3.08086,-60.00492,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"422","26_58","26_2","26_70",26,"Hendy2020",-3.08083,-60.00487,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"423","26_6","26_1","26_3",26,"Hendy2020",-3.10091,-60.04163,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","primary vegetation","forest_interior","minimal","primary vegetation-minimal",1,1
"424","26_61","26_2","26_24",26,"Hendy2020",-3.08422,-60.00797,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"425","26_61","26_2","26_70",26,"Hendy2020",-3.08404,-60.00797,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"426","26_62","26_2","26_59",26,"Hendy2020",-3.08504,-60.00808,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
"427","26_63","26_2","26_52",26,"Hendy2020",-3.07847,-60.00807,"Brazil","Tropical & Subtropical Moist Broadleaf Forests","urban","forest_edge","intense","urban-substantial",1,1
