"","X","study_number","lon","lat","reference","site_name","site_number","study_block","country","habitat_description","land_use_specific","land_use","land_use_intensity","species_study_name","genus","species","metric","sample_month","sample_start","sample_start_year","sample_end","sampling_method","sampling_effort","sampling_effort_unit","collection","sample_season","sample_daytime","development_stage","measurement","adjusted_measurement","species_studied","eco_name","biome","study_sample","measurement_adj","species_name","land_use_intensity_agg","LUI"
"5446",14006,26,-60.00406,-3.08207,"Hendy2020","M-101-6","26_128","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","March","18/03/2019",2019,"18/03/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_35",0,"Aedes serratus","minimal","primary vegetation-minimal"
"5447",14007,26,-60.00406,-3.08207,"Hendy2020","M-101-6","26_128","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","March","18/03/2019",2019,"19/03/2019","BG-Sentinel",24.81666667,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_59",0,"Aedes serratus","minimal","primary vegetation-minimal"
"5448",14008,26,-60.00406,-3.08207,"Hendy2020","M-101-6","26_128","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","March","18/03/2019",2019,"19/03/2019","BG-Sentinel",24.81666667,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_59",0,"Aedes aegypti","minimal","primary vegetation-minimal"
"5449",14009,26,-60.00406,-3.08207,"Hendy2020","M-101-6","26_128","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","March","18/03/2019",2019,"18/03/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_35",0,"Aedes albopictus","minimal","primary vegetation-minimal"
"5450",14010,26,-60.00406,-3.08207,"Hendy2020","M-101-6","26_128","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","March","18/03/2019",2019,"19/03/2019","BG-Sentinel",24.81666667,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_59",0,"Aedes albopictus","minimal","primary vegetation-minimal"
"5451",14057,26,-60.00408,-3.08187,"Hendy2020","M-102-5","26_52","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","April","08/04/2019",2019,"08/04/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_31",0,"Aedes scapularis","minimal","primary vegetation-minimal"
"5452",14058,26,-60.00408,-3.08187,"Hendy2020","M-102-5","26_52","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","April","08/04/2019",2019,"09/04/2019","BG-Sentinel",22.58333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_49",0,"Aedes scapularis","minimal","primary vegetation-minimal"
"5453",14059,26,-60.00408,-3.08187,"Hendy2020","M-102-5","26_52","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","April","08/04/2019",2019,"08/04/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_31",0,"Aedes serratus","minimal","primary vegetation-minimal"
"5454",14060,26,-60.00408,-3.08187,"Hendy2020","M-102-5","26_52","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","April","08/04/2019",2019,"09/04/2019","BG-Sentinel",22.58333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_49",0,"Aedes serratus","minimal","primary vegetation-minimal"
"5455",14061,26,-60.00408,-3.08187,"Hendy2020","M-102-5","26_52","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","April","08/04/2019",2019,"09/04/2019","BG-Sentinel",22.58333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_49",0,"Aedes aegypti","minimal","primary vegetation-minimal"
"5456",14062,26,-60.00408,-3.08187,"Hendy2020","M-102-5","26_52","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","April","08/04/2019",2019,"08/04/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_31",0,"Aedes albopictus","minimal","primary vegetation-minimal"
"5457",14063,26,-60.00408,-3.08187,"Hendy2020","M-102-5","26_52","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","April","08/04/2019",2019,"09/04/2019","BG-Sentinel",22.58333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_49",0,"Aedes albopictus","minimal","primary vegetation-minimal"
"5458",14110,26,-60.00413,-3.08289,"Hendy2020","M-101-8","26_48","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","March","18/03/2019",2019,"18/03/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_35",0,"Aedes scapularis","minimal","primary vegetation-minimal"
"5459",14111,26,-60.00413,-3.08289,"Hendy2020","M-101-8","26_48","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","March","18/03/2019",2019,"19/03/2019","BG-Sentinel",24.63333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_59",0,"Aedes scapularis","minimal","primary vegetation-minimal"
"5460",14112,26,-60.00413,-3.08289,"Hendy2020","M-101-8","26_48","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","March","18/03/2019",2019,"18/03/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_35",0,"Aedes serratus","minimal","primary vegetation-minimal"
"5461",14113,26,-60.00413,-3.08289,"Hendy2020","M-101-8","26_48","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","March","18/03/2019",2019,"19/03/2019","BG-Sentinel",24.63333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_59",0,"Aedes serratus","minimal","primary vegetation-minimal"
"5462",14114,26,-60.00413,-3.08289,"Hendy2020","M-101-8","26_48","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","March","18/03/2019",2019,"19/03/2019","BG-Sentinel",24.63333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_59",0,"Aedes aegypti","minimal","primary vegetation-minimal"
"5463",14115,26,-60.00413,-3.08289,"Hendy2020","M-101-8","26_48","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","March","18/03/2019",2019,"18/03/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_35",0,"Aedes albopictus","minimal","primary vegetation-minimal"
"5464",14116,26,-60.00413,-3.08289,"Hendy2020","M-101-8","26_48","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","March","18/03/2019",2019,"19/03/2019","BG-Sentinel",24.63333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_59",0,"Aedes albopictus","minimal","primary vegetation-minimal"
"5472",14195,26,-60.00415,-3.08275,"Hendy2020","M-101-8","26_48","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","July","05/07/2018",2018,"05/07/2018","Aspirator",0.1,"man hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_2",0,"Aedes scapularis","minimal","primary vegetation-minimal"
"5473",14196,26,-60.00415,-3.08275,"Hendy2020","M-101-8","26_48","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","July","05/07/2018",2018,"06/07/2018","BG-Sentinel",21.8,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_14",0,"Aedes scapularis","minimal","primary vegetation-minimal"
"5474",14197,26,-60.00415,-3.08275,"Hendy2020","M-101-8","26_48","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","July","05/07/2018",2018,"05/07/2018","Aspirator",0.1,"man hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_2",0,"Aedes serratus","minimal","primary vegetation-minimal"
"5475",14198,26,-60.00415,-3.08275,"Hendy2020","M-101-8","26_48","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","July","05/07/2018",2018,"06/07/2018","BG-Sentinel",21.8,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_14",0,"Aedes serratus","minimal","primary vegetation-minimal"
"5476",14199,26,-60.00415,-3.08275,"Hendy2020","M-101-8","26_48","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","July","05/07/2018",2018,"05/07/2018","Aspirator",0.1,"man hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_2",0,"Aedes aegypti","minimal","primary vegetation-minimal"
"5477",14200,26,-60.00415,-3.08275,"Hendy2020","M-101-8","26_48","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","July","05/07/2018",2018,"06/07/2018","BG-Sentinel",21.8,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_14",0,"Aedes aegypti","minimal","primary vegetation-minimal"
"5478",14201,26,-60.00415,-3.08275,"Hendy2020","M-101-8","26_48","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","July","05/07/2018",2018,"05/07/2018","Aspirator",0.1,"man hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_2",0,"Aedes albopictus","minimal","primary vegetation-minimal"
"5479",14202,26,-60.00415,-3.08275,"Hendy2020","M-101-8","26_48","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","July","05/07/2018",2018,"06/07/2018","BG-Sentinel",21.8,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_14",0,"Aedes albopictus","minimal","primary vegetation-minimal"
"5480",14203,26,-60.00415,-3.08275,"Hendy2020","M-101-8","26_48","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ano._matogrossensis","Anopheles","mattogrossensis","abundance","July","05/07/2018",2018,"06/07/2018","BG-Sentinel",21.8,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_14",0,"Anopheles mattogrossensis","minimal","primary vegetation-minimal"
"5481",14204,26,-60.00415,-3.08275,"Hendy2020","M-101-8","26_48","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Nys._triannulatus","Anopheles","triannulatus","abundance","July","05/07/2018",2018,"06/07/2018","BG-Sentinel",21.8,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_14",0,"Anopheles triannulatus","minimal","primary vegetation-minimal"
"5482",14205,26,-60.00415,-3.08275,"Hendy2020","M-101-8","26_48","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ste._nimbus","Anopheles","nimbus","abundance","July","05/07/2018",2018,"05/07/2018","Aspirator",0.1,"man hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_2",0,"Anopheles nimbus","minimal","primary vegetation-minimal"
"5483",14206,26,-60.00415,-3.08275,"Hendy2020","M-101-8","26_48","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ste._nimbus","Anopheles","nimbus","abundance","July","05/07/2018",2018,"06/07/2018","BG-Sentinel",21.8,"trapping hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_14",0,"Anopheles nimbus","minimal","primary vegetation-minimal"
"5519",14428,26,-60.00482,-3.08238,"Hendy2020","M-102-9","26_129","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","February","20/02/2019",2019,"21/02/2019","BG-Sentinel",22.65,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_60",0,"Aedes scapularis","minimal","primary vegetation-minimal"
"5520",14429,26,-60.00482,-3.08238,"Hendy2020","M-102-9","26_129","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","February","20/02/2019",2019,"21/02/2019","BG-Sentinel",22.65,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_60",0,"Aedes serratus","minimal","primary vegetation-minimal"
"5521",14430,26,-60.00482,-3.08238,"Hendy2020","M-102-9","26_129","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","February","20/02/2019",2019,"21/02/2019","BG-Sentinel",22.65,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_60",0,"Aedes aegypti","minimal","primary vegetation-minimal"
"5522",14431,26,-60.00482,-3.08238,"Hendy2020","M-102-9","26_129","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","February","20/02/2019",2019,"21/02/2019","BG-Sentinel",22.65,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_60",0,"Aedes albopictus","minimal","primary vegetation-minimal"
"5698",15362,26,-60.03992,-3.09906,"Hendy2020","C-101-2","26_7","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","May","03/05/2018",2018,"04/05/2018","BG-Sentinel",20.38333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_45",0,"Aedes scapularis","minimal","primary vegetation-minimal"
"5699",15363,26,-60.03992,-3.09906,"Hendy2020","C-101-2","26_7","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","May","03/05/2018",2018,"04/05/2018","BG-Sentinel",20.38333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_45",0,"Aedes serratus","minimal","primary vegetation-minimal"
"5700",15364,26,-60.03992,-3.09906,"Hendy2020","C-101-2","26_7","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","May","03/05/2018",2018,"04/05/2018","BG-Sentinel",20.38333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_45",0,"Aedes aegypti","minimal","primary vegetation-minimal"
"5701",15365,26,-60.03992,-3.09906,"Hendy2020","C-101-2","26_7","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","May","03/05/2018",2018,"04/05/2018","BG-Sentinel",20.38333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_45",0,"Aedes albopictus","minimal","primary vegetation-minimal"
"5702",15366,26,-60.03992,-3.09906,"Hendy2020","C-101-2","26_7","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ano._matogrossensis","Anopheles","mattogrossensis","abundance","May","03/05/2018",2018,"04/05/2018","BG-Sentinel",20.38333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_45",0,"Anopheles mattogrossensis","minimal","primary vegetation-minimal"
"5703",15367,26,-60.03992,-3.09906,"Hendy2020","C-101-2","26_7","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Nys._triannulatus","Anopheles","triannulatus","abundance","May","03/05/2018",2018,"04/05/2018","BG-Sentinel",20.38333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_45",0,"Anopheles triannulatus","minimal","primary vegetation-minimal"
"5704",15368,26,-60.03992,-3.09906,"Hendy2020","C-101-2","26_7","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ste._nimbus","Anopheles","nimbus","abundance","May","03/05/2018",2018,"04/05/2018","BG-Sentinel",20.38333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_45",0,"Anopheles nimbus","minimal","primary vegetation-minimal"
"5705",15394,26,-60.03999,-3.09918,"Hendy2020","C-101-2","26_7","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","April","22/04/2019",2019,"22/04/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_37",0,"Aedes scapularis","minimal","primary vegetation-minimal"
"5706",15395,26,-60.03999,-3.09918,"Hendy2020","C-101-2","26_7","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","April","22/04/2019",2019,"23/04/2019","BG-Sentinel",25.86666667,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_62",0,"Aedes scapularis","minimal","primary vegetation-minimal"
"5707",15396,26,-60.03999,-3.09918,"Hendy2020","C-101-2","26_7","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","April","22/04/2019",2019,"22/04/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_37",0,"Aedes serratus","minimal","primary vegetation-minimal"
"5708",15397,26,-60.03999,-3.09918,"Hendy2020","C-101-2","26_7","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","April","22/04/2019",2019,"23/04/2019","BG-Sentinel",25.86666667,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_62",0,"Aedes serratus","minimal","primary vegetation-minimal"
"5709",15398,26,-60.03999,-3.09918,"Hendy2020","C-101-2","26_7","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","April","22/04/2019",2019,"23/04/2019","BG-Sentinel",25.86666667,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_62",0,"Aedes aegypti","minimal","primary vegetation-minimal"
"5710",15399,26,-60.03999,-3.09918,"Hendy2020","C-101-2","26_7","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","April","22/04/2019",2019,"22/04/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_37",0,"Aedes albopictus","minimal","primary vegetation-minimal"
"5711",15400,26,-60.03999,-3.09918,"Hendy2020","C-101-2","26_7","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","April","22/04/2019",2019,"23/04/2019","BG-Sentinel",25.86666667,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_62",0,"Aedes albopictus","minimal","primary vegetation-minimal"
"5712",15447,26,-60.04023,-3.09898,"Hendy2020","C-102-3","26_13","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","May","07/05/2018",2018,"08/05/2018","BG-Sentinel",20.25,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_48",0,"Aedes scapularis","minimal","primary vegetation-minimal"
"5713",15448,26,-60.04023,-3.09898,"Hendy2020","C-102-3","26_13","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","May","07/05/2018",2018,"08/05/2018","BG-Sentinel",20.25,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_48",0,"Aedes serratus","minimal","primary vegetation-minimal"
"5714",15449,26,-60.04023,-3.09898,"Hendy2020","C-102-3","26_13","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","May","07/05/2018",2018,"08/05/2018","BG-Sentinel",20.25,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_48",0,"Aedes aegypti","minimal","primary vegetation-minimal"
"5715",15450,26,-60.04023,-3.09898,"Hendy2020","C-102-3","26_13","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","May","07/05/2018",2018,"08/05/2018","BG-Sentinel",20.25,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_48",0,"Aedes albopictus","minimal","primary vegetation-minimal"
"5716",15451,26,-60.04023,-3.09898,"Hendy2020","C-102-3","26_13","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ano._matogrossensis","Anopheles","mattogrossensis","abundance","May","07/05/2018",2018,"08/05/2018","BG-Sentinel",20.25,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_48",0,"Anopheles mattogrossensis","minimal","primary vegetation-minimal"
"5717",15452,26,-60.04023,-3.09898,"Hendy2020","C-102-3","26_13","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Nys._triannulatus","Anopheles","triannulatus","abundance","May","07/05/2018",2018,"08/05/2018","BG-Sentinel",20.25,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_48",0,"Anopheles triannulatus","minimal","primary vegetation-minimal"
"5718",15453,26,-60.04023,-3.09898,"Hendy2020","C-102-3","26_13","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ste._nimbus","Anopheles","nimbus","abundance","May","07/05/2018",2018,"08/05/2018","BG-Sentinel",20.25,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_48",0,"Anopheles nimbus","minimal","primary vegetation-minimal"
"5719",15479,26,-60.04026,-3.099,"Hendy2020","C-102-3","26_13","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","April","22/04/2019",2019,"22/04/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_37",0,"Aedes scapularis","minimal","primary vegetation-minimal"
