"","X","study_number","lon","lat","reference","site_name","site_number","study_block","country","habitat_description","land_use_specific","land_use","land_use_intensity","species_study_name","genus","species","metric","sample_month","sample_start","sample_start_year","sample_end","sampling_method","sampling_effort","sampling_effort_unit","collection","sample_season","sample_daytime","development_stage","measurement","adjusted_measurement","species_studied","eco_name","biome","study_sample","measurement_adj","species_name","land_use_intensity_agg","LUI"
"6579",19235,46,-92.043369,17.487939,"OrtaPineda2021","Cultural center","46_2","46_2","Mexico","cultural center with small remnants of forest at different stages of regeneration","young forest","secondary vegetation","light","Anopheles eiseni","Anopheles","eiseni","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",3,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0.0046875,"Anopheles eiseni","substantial","secondary vegetation-substantial"
"6580",19236,46,-92.043369,17.487939,"OrtaPineda2021","Cultural center","46_2","46_2","Mexico","cultural center with small remnants of forest at different stages of regeneration","young forest","secondary vegetation","light","Anopheles pseudopunctipennis","Anopheles","pseudopunctipennis","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",0,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0,"Anopheles pseudopunctipennis","substantial","secondary vegetation-substantial"
"6581",19247,46,-92.053204,17.48164,"OrtaPineda2021","Preserved area","46_3","46_3","Mexico","preserved area with low levels of disturbance and high proportion of old forest","tropical rainforest","primary vegetation","minimal","Aedes aegypti","Aedes","aegypti","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",0,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0,"Aedes aegypti","minimal","primary vegetation-minimal"
"6582",19248,46,-92.053204,17.48164,"OrtaPineda2021","Preserved area","46_3","46_3","Mexico","preserved area with low levels of disturbance and high proportion of old forest","tropical rainforest","primary vegetation","minimal","Aedes albopictus","Aedes","albopictus","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",0,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0,"Aedes albopictus","minimal","primary vegetation-minimal"
"6583",19249,46,-92.053204,17.48164,"OrtaPineda2021","Preserved area","46_3","46_3","Mexico","preserved area with low levels of disturbance and high proportion of old forest","tropical rainforest","primary vegetation","minimal","Aedes podographicus","Aedes","podographicus","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",14,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0.021875,"Aedes podographicus","minimal","primary vegetation-minimal"
"6584",19250,46,-92.053204,17.48164,"OrtaPineda2021","Preserved area","46_3","46_3","Mexico","preserved area with low levels of disturbance and high proportion of old forest","tropical rainforest","primary vegetation","minimal","Aedes scapularis","Aedes","scapularis","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",1,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0.0015625,"Aedes scapularis","minimal","primary vegetation-minimal"
"6585",19251,46,-92.053204,17.48164,"OrtaPineda2021","Preserved area","46_3","46_3","Mexico","preserved area with low levels of disturbance and high proportion of old forest","tropical rainforest","primary vegetation","minimal","Aedes taeniorhynchus","Aedes","taeniorhynchus","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",1,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0.0015625,"Aedes taeniorhynchus","minimal","primary vegetation-minimal"
"6586",19252,46,-92.053204,17.48164,"OrtaPineda2021","Preserved area","46_3","46_3","Mexico","preserved area with low levels of disturbance and high proportion of old forest","tropical rainforest","primary vegetation","minimal","Aedes tormentor","Aedes","tormentor","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",0,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0,"Aedes tormentor","minimal","primary vegetation-minimal"
"6587",19253,46,-92.053204,17.48164,"OrtaPineda2021","Preserved area","46_3","46_3","Mexico","preserved area with low levels of disturbance and high proportion of old forest","tropical rainforest","primary vegetation","minimal","Anopheles eiseni","Anopheles","eiseni","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",1,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0.0015625,"Anopheles eiseni","minimal","primary vegetation-minimal"
"6588",19254,46,-92.053204,17.48164,"OrtaPineda2021","Preserved area","46_3","46_3","Mexico","preserved area with low levels of disturbance and high proportion of old forest","tropical rainforest","primary vegetation","minimal","Anopheles pseudopunctipennis","Anopheles","pseudopunctipennis","abundance","August-October","2018-08",2018,"2018-10","CDC light trap",640,"trap hours","outdoor",NA,"both","adult",2,NA,"multiple","Petén-Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","46_1",0.003125,"Anopheles pseudopunctipennis","minimal","primary vegetation-minimal"
"7327",21053,520,-97.338189,20.970907,"Cruz2012","La Mata Tampamachoco","520_1","520_1","Mexico","suburban area located east of City, away from urban environment, lacks various public services included drainage, sidewalks, streets and paved roads","peri-urban","primary vegetation","intense","Aedes aegypti","Aedes","aegypti","abundance","May-November","2009-05",2009,"2009-10","larvitrap",630,"samples","both",NA,NA,"larvae",26,NA,"multiple","Mesoamerican Gulf-Caribbean mangroves","Mangroves","520_1",0.0412698412698413,"Aedes aegypti","substantial","primary vegetation-substantial"
"7328",21054,520,-97.338189,20.970907,"Cruz2012","La Mata Tampamachoco","520_1","520_1","Mexico","suburban area located east of City, away from urban environment, lacks various public services included drainage, sidewalks, streets and paved roads","peri-urban","primary vegetation","intense","Aedes albopictus","Aedes","albopictus","abundance","May-November","2009-05",2009,"2009-10","larvitrap",630,"samples","both",NA,NA,"larvae",916,NA,"multiple","Mesoamerican Gulf-Caribbean mangroves","Mangroves","520_1",1.45396825396825,"Aedes albopictus","substantial","primary vegetation-substantial"
"7329",21064,520,-97.338189,20.970907,"Cruz2012","La Mata Tampamachoco","520_1","520_1","Mexico","suburban area located east of City, away from urban environment, lacks various public services included drainage, sidewalks, streets and paved roads","peri-urban","primary vegetation","intense","Ochlerotatus scapularis","Aedes","scapularis","abundance","May-November","2009-05",2009,"2009-10","larvitrap",630,"samples","both",NA,NA,"larvae",0,NA,"multiple","Mesoamerican Gulf-Caribbean mangroves","Mangroves","520_1",0,"Aedes scapularis","substantial","primary vegetation-substantial"
"7330",21065,520,-97.338189,20.970907,"Cruz2012","La Mata Tampamachoco","520_1","520_1","Mexico","suburban area located east of City, away from urban environment, lacks various public services included drainage, sidewalks, streets and paved roads","peri-urban","primary vegetation","intense","Ochlerotatus taeniorhynchus","Aedes","taeniorhynchus","abundance","May-November","2009-05",2009,"2009-10","larvitrap",630,"samples","both",NA,NA,"larvae",1598,NA,"multiple","Mesoamerican Gulf-Caribbean mangroves","Mangroves","520_1",2.53650793650794,"Aedes taeniorhynchus","substantial","primary vegetation-substantial"
"7339",21092,520,-97.455984,20.951694,"Cruz2012","Col. Libertad","520_2","520_2","Mexico","suburban area lacking drainage, households that dump garbage and domestic water","peri-urban","primary vegetation","intense","Aedes aegypti","Aedes","aegypti","abundance","May-November","2009-05",2009,"2009-10","larvitrap",630,"samples","both",NA,NA,"larvae",398,NA,"multiple","Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","520_1",0.631746031746032,"Aedes aegypti","substantial","primary vegetation-substantial"
"7340",21093,520,-97.455984,20.951694,"Cruz2012","Col. Libertad","520_2","520_2","Mexico","suburban area lacking drainage, households that dump garbage and domestic water","peri-urban","primary vegetation","intense","Aedes albopictus","Aedes","albopictus","abundance","May-November","2009-05",2009,"2009-10","larvitrap",630,"samples","both",NA,NA,"larvae",85,NA,"multiple","Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","520_1",0.134920634920635,"Aedes albopictus","substantial","primary vegetation-substantial"
"7341",21103,520,-97.455984,20.951694,"Cruz2012","Col. Libertad","520_2","520_2","Mexico","suburban area lacking drainage, households that dump garbage and domestic water","peri-urban","primary vegetation","intense","Ochlerotatus scapularis","Aedes","scapularis","abundance","May-November","2009-05",2009,"2009-10","larvitrap",630,"samples","both",NA,NA,"larvae",0,NA,"multiple","Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","520_1",0,"Aedes scapularis","substantial","primary vegetation-substantial"
"7342",21104,520,-97.455984,20.951694,"Cruz2012","Col. Libertad","520_2","520_2","Mexico","suburban area lacking drainage, households that dump garbage and domestic water","peri-urban","primary vegetation","intense","Ochlerotatus taeniorhynchus","Aedes","taeniorhynchus","abundance","May-November","2009-05",2009,"2009-10","larvitrap",630,"samples","both",NA,NA,"larvae",0,NA,"multiple","Veracruz moist forests","Tropical & Subtropical Moist Broadleaf Forests","520_1",0,"Aedes taeniorhynchus","substantial","primary vegetation-substantial"
"7433",21735,546,-84.004733,10.433113,"Chaverri2018","secondary forest","546_2","546_2","Costa Rica","an old growth, around 20 years secondary forest","an old growth secondary rainforest","secondary vegetation","light","Aedes podographicus Dyar & Knab ","Aedes","podographicus","abundance","October","09/09/2016",2016,"27/09/2016","ovitraps placed in trees",17,"trap days","outdoor","rainy",NA,"immature",0,NA,"multiple","Isthmian-Atlantic moist forests","Tropical & Subtropical Moist Broadleaf Forests","546_1",0,"Aedes podographicus","substantial","secondary vegetation-substantial"
"7434",21743,546,-84.006795,10.430655,"Chaverri2018","not forested","546_1","546_1","Costa Rica","not forested residential area","residential area in the Biological station","primary vegetation","light","Aedes podographicus Dyar & Knab ","Aedes","podographicus","abundance","September","09/09/2016",2016,"27/09/2016","ovitraps placed in trees",17,"trap days","outdoor","rainy",NA,"immature",4,NA,"multiple","Isthmian-Atlantic moist forests","Tropical & Subtropical Moist Broadleaf Forests","546_2",0.235294117647059,"Aedes podographicus","substantial","primary vegetation-substantial"
"7664",22618,621,-53.54895,3.750283333,"Dusfour2012","Dorlin","621_1","621_1","French Guiana","illegal gold mining site located in the deep rainforest","gold mine","primary vegetation","intense","Anopheles darlingi","Anopheles","darlingi","abundance","June","2011-06",2011,"2011-06","MM trap",120,"trap hours",NA,NA,"night","adult",262,NA,"multiple","Guianan moist forests","Tropical & Subtropical Moist Broadleaf Forests","621_2",2.18333333333333,"Anopheles darlingi","substantial","primary vegetation-substantial"
"7665",22619,621,-53.54895,3.750283333,"Dusfour2012","Dorlin","621_1","621_1","French Guiana","illegal gold mining site located in the deep rainforest","gold mine","primary vegetation","intense","Anopheles marajoara","Anopheles","marajoara","abundance","June","2011-06",2011,"2011-06","CDC light trap",120,"trap hours",NA,NA,"night","adult",18,NA,"multiple","Guianan moist forests","Tropical & Subtropical Moist Broadleaf Forests","621_1",0.15,"Anopheles marajoara","substantial","primary vegetation-substantial"
"7666",22620,621,-53.54895,3.750283333,"Dusfour2012","Dorlin","621_1","621_1","French Guiana","illegal gold mining site located in the deep rainforest","gold mine","primary vegetation","intense","Anopheles marajoara","Anopheles","marajoara","abundance","June","2011-06",2011,"2011-06","MM trap",120,"trap hours",NA,NA,"night","adult",44,NA,"multiple","Guianan moist forests","Tropical & Subtropical Moist Broadleaf Forests","621_2",0.366666666666667,"Anopheles marajoara","substantial","primary vegetation-substantial"
"7667",22621,621,-53.54895,3.750283333,"Dusfour2012","Dorlin","621_1","621_1","French Guiana","illegal gold mining site located in the deep rainforest","gold mine","primary vegetation","intense","Anopheles nuneztovari","Anopheles","nuneztovari","abundance","June","2011-06",2011,"2011-06","MM trap",120,"trap hours",NA,NA,"night","adult",20,NA,"multiple","Guianan moist forests","Tropical & Subtropical Moist Broadleaf Forests","621_2",0.166666666666667,"Anopheles nuneztovari","substantial","primary vegetation-substantial"
"7668",22622,621,-53.54895,3.750283333,"Dusfour2012","Dorlin","621_1","621_1","French Guiana","illegal gold mining site located in the deep rainforest","gold mine","primary vegetation","intense","Anopheles triannulatus","Anopheles","triannulatus","abundance","June","2011-06",2011,"2011-06","MM trap",120,"trap hours",NA,NA,"night","adult",2,NA,"multiple","Guianan moist forests","Tropical & Subtropical Moist Broadleaf Forests","621_2",0.0166666666666667,"Anopheles triannulatus","substantial","primary vegetation-substantial"
"7669",22623,621,-53.9639,3.661266667,"Dusfour2012","Saut Sonnelle","621_2","621_2","French Guiana","on the Inini River","tropical rainforest","primary vegetation","minimal","Anopheles marajoara","Anopheles","marajoara","abundance","June","2011-06",2011,"2011-06","CDC light trap",480,"trap hours",NA,NA,"night","adult",1,NA,"multiple","Guianan moist forests","Tropical & Subtropical Moist Broadleaf Forests","621_1",0.00208333333333333,"Anopheles marajoara","minimal","primary vegetation-minimal"
"8073",23535,721,-63.1,-30.71666667,"Gleiser2000","3","721_3","721_1","Brazil","Patches of grass surrounded by woodland","grassland","primary vegetation","minimal","Aedes albifasciatus","Aedes","albifasciatus","number of individuals","October-April","1994",1994,"1995","CDC light trap ",16,"number of collections",NA,"rainy","night","adult",2481,NA,"Aedes albifasciatus","Dry Chaco","Tropical & Subtropical Grasslands, Savannas & Shrublands","721_1",155.0625,"Aedes albifasciatus","minimal","primary vegetation-minimal"
